id,start,stop,event,isWarm,latitude,longitude,temperature,windSpeed,pressure,humidity,visibility,nebulosity,cloudHeight,moonPhase
118,137,138,1,1,47.88,7.15,15.7, 4.0, 98840.0, 55.0,21440.0,100.0,1750.0,  0.0
119,  0,208,0,1,47.88,7.15,28.7, 2.0, 98160.0, 41.0,31030.0,,, 54.0
119,208,209,1,1,47.88,7.15,28.9, 1.0, 98230.0, 50.0,30900.0,,6600.0, 43.0
127,  0, 78,1,0,47.88,7.35, 7.8, 2.0, 98440.0, 65.0, 2500.0, 90.0,1750.0,  0.0
128,  0,146,0,1,47.88,7.35,20.6, 2.0, 98970.0, 40.0,25000.0, 40.0,1250.0, 67.0
128,146,147,1,1,47.88,7.35,21.1, 5.0, 98680.0, 38.0,15000.0, 10.0,1750.0, 56.0
129,  0,167,0,1,47.88,7.35,12.8, 7.0, 98960.0, 86.0,10000.0, 75.0, 800.0, 57.0
129,167,168,1,1,47.88,7.35,20.1, 5.0, 99420.0, 47.0,45000.0, 90.0,1750.0, 46.0
130,  0,158,0,1,47.88,7.35,13.9, 5.0, 98920.0, 89.0,15000.0,100.0, 450.0, 24.0
130,158,159,1,1,47.88,7.35,19.5, 1.0, 99130.0, 54.0,25000.0, 60.0,1250.0, 34.0
131,  0,158,0,1,47.88,7.35,20.0, 6.0, 98410.0, 63.0,30000.0, 90.0,1250.0, 98.0
131,158,159,1,1,47.88,7.35,14.5, 2.0, 98150.0, 92.0, 4500.0,100.0, 800.0, 95.0
132,  0,167,0,1,47.88,7.35,26.9, 2.0, 98820.0, 55.0,15000.0, 90.0,3500.0, 36.0
132,167,168,1,1,47.88,7.35,32.7, 1.0, 98710.0, 38.0,25000.0, 60.0,, 48.0
133,  0,161,0,1,47.88,7.35,31.5, 2.0, 98430.0, 36.0,20000.0, 90.0,1750.0, 81.0
133,161,162,1,1,47.88,7.35,28.9, 2.0, 98830.0, 47.0,20000.0, 60.0,1750.0, 89.0
134,  0,158,0,1,47.88,7.35,20.2, 3.0, 98700.0, 59.0,30000.0, 60.0,1250.0, 83.0
134,158,159,1,1,47.88,7.35,23.7, 2.0, 98910.0, 47.0,40000.0, 10.0,1750.0, 74.0
135,  0, 76,1,0,47.88,7.35,21.1, 5.0, 99720.0, 38.0,20000.0, 75.0,3500.0, 54.0
136,  0, 32,1,0,47.88,7.35,-1.0, 2.0, 99020.0, 82.0, 1800.0, 90.0,3500.0,  1.0
137,  0,157,0,1,47.88,7.35,23.4, 1.0, 98010.0, 63.0,17000.0, 90.0, 800.0, 69.0
137,157,158,1,1,47.88,7.35,25.7, 2.0, 97980.0, 62.0,17000.0, 50.0, 800.0, 58.0
138,  0,188,0,1,47.88,7.35,25.5, 3.0, 97800.0, 39.0,55000.0, 75.0,1750.0, 56.0
138,188,189,1,1,47.88,7.35,22.2, 1.0, 98230.0, 54.0,30000.0, 60.0,1250.0, 67.0
139,  0,247,0,1,47.88,7.35,22.4, 1.0, 98400.0, 60.0,25000.0, 60.0, 800.0, 74.0
139,247,248,1,1,47.88,7.35,24.9, 2.0, 98260.0, 59.0,30000.0, 90.0,1250.0, 84.0
140,  0,196,0,1,47.88,7.35,21.1, 2.0, 99100.0, 44.0,50000.0, 90.0,1750.0, 51.0
140,196,197,1,1,47.88,7.35,25.3, 2.0, 99200.0, 36.0,40000.0, 40.0,1750.0, 39.0
141,  0,195,0,1,47.88,7.35,24.6, 4.0, 98240.0, 50.0,30000.0, 60.0,1250.0, 98.0
141,195,196,1,1,47.88,7.35,21.5, 5.0, 98420.0, 61.0,20000.0, 75.0, 800.0,100.0
142,  0, 88,1,0,47.88,7.35,19.1, 3.0, 97760.0, 32.0,20000.0,100.0,,  4.0
143,  0,182,0,1,47.88,7.35,21.4, 3.0, 97950.0, 57.0,17290.0,100.0,1750.0, 99.0
143,182,183,1,1,47.88,7.35,22.1, 5.0, 98320.0, 60.0, 8190.0, 90.0, 800.0,100.0
144,  0,216,0,1,47.88,7.35,27.9, 4.0, 98240.0, 50.0,19050.0, 75.0,2580.0,  0.0
144,216,217,1,1,47.88,7.35,26.6, 3.0, 98440.0, 50.0,33570.0,,,  1.0
145,  0,196,0,1,47.88,7.35,26.5, 5.0, 98820.0, 47.0,14220.0,,1250.0, 64.0
145,196,197,1,1,47.88,7.35,24.3, 6.0, 98620.0, 46.0,22240.0, 90.0,1750.0, 53.0
146,  0,202,0,1,47.88,7.55,31.4, 1.0, 97880.0, 39.0,23130.0,,,100.0
146,202,203,1,1,47.88,7.55,27.7, 3.0, 97820.0, 54.0,30300.0, 90.0,2820.0, 98.0
147,  0,177,0,1,47.88,7.55,26.1, 6.0, 98600.0, 54.0,29660.0, 90.0,1250.0,  2.0
147,177,178,1,1,47.88,7.55,26.8, 3.0, 99220.0, 54.0,32030.0, 75.0,1250.0,  6.0
148,  0, 86,0,1,47.88,7.55,22.8, 5.0, 97840.0, 40.0,50000.0, 90.0,1750.0,  1.0
148, 86,100,1,1,47.88,7.55, 4.1, 3.0, 97830.0, 93.0, 6000.0,100.0, 250.0, 90.0
149,  0,247,0,1,47.88,7.55,26.3, 1.0, 98760.0, 43.0,28160.0,,, 61.0
149,247,248,1,1,47.88,7.55,25.4, 2.0, 98810.0, 53.0,24170.0,,, 72.0
150,  0,205,0,1,47.88,7.75,26.0, 4.0, 98830.0, 56.0,17060.0,,1250.0, 85.0
150,205,206,1,1,47.88,7.75,23.5, 3.0, 98830.0, 55.0,41070.0, 90.0,1250.0, 76.0
151,  0,245,0,1,47.88,7.75,19.5, 1.0, 98160.0, 64.0,54800.0,, 800.0, 70.0
151,245,246,1,1,47.88,7.75,24.7, 1.0, 98200.0, 52.0,19070.0,,, 79.0
152,  0, 69,1,0,47.88,7.75,13.3, 2.0, 99010.0, 33.0,16000.0,  0.0,, 57.0
153,  0,189,0,1,47.88,7.95,22.8, 4.0, 99680.0, 50.0,30000.0, 10.0,1750.0, 77.0
153,189,190,1,1,47.88,7.95,24.9, 2.0, 99340.0, 43.0,50000.0, 50.0,, 86.0
155,  0,217,0,1,48.06,6.95,27.3, 6.0, 98450.0, 57.0,40000.0, 90.0,1250.0, 98.0
155,217,218,1,1,48.06,6.95,23.9, 3.0, 98970.0, 37.0,50000.0, 60.0,1750.0,100.0
161,  0,182,0,1,48.06,7.15,23.4, 2.0, 97920.0, 55.0,35000.0, 90.0,1250.0, 55.0
161,182,183,1,1,48.06,7.15,15.1, 2.0, 98220.0, 98.0, 2500.0,100.0, 150.0, 64.0
162,  0,198,0,1,48.06,7.15,13.0, 2.0, 98400.0, 84.0, 5000.0, 90.0, 250.0, 99.0
162,198,199,1,1,48.06,7.15,18.7, 1.0, 98640.0, 53.0,45000.0, 25.0,1250.0, 97.0
163,  0,181,0,1,48.06,7.15,26.7, 3.0, 98900.0, 52.0,20000.0, 90.0,1250.0, 76.0
163,181,182,1,1,48.06,7.15,23.5, 2.0, 99370.0, 47.0,25000.0, 40.0,1250.0, 91.0
164,  0,195,0,1,48.06,7.15,20.2, 6.0, 98770.0, 72.0,13000.0, 90.0,1250.0, 34.0
164,195,196,1,1,48.06,7.15,19.4, 7.0, 98280.0, 87.0, 4000.0,100.0, 250.0, 45.0
165,  0,143,0,1,48.06,7.15,23.4, 2.0, 98540.0, 55.0,20000.0, 50.0,1250.0, 37.0
165,143,144,1,1,48.06,7.15,24.7, 3.0, 97510.0, 46.0,60000.0, 75.0,1750.0, 28.0
166,  0,243,0,1,48.06,7.15,20.0, 5.0, 98380.0, 72.0,60000.0,,, 98.0
166,243,244,1,1,48.06,7.15,19.6, 1.0, 98630.0, 53.0,50000.0, 90.0,1250.0,
167,  0,178,0,1,48.06,7.15,31.3, 2.0, 98720.0, 47.0,10000.0, 50.0, 800.0, 62.0
167,178,179,1,1,48.06,7.15,34.0, 2.0, 98270.0, 29.0,20000.0, 60.0,1750.0, 52.0
169,  0, 44,1,0,48.06,7.15, 9.0, 8.0, 98210.0, 76.0,20000.0, 90.0, 800.0, 42.0
170,  0,184,0,1,48.06,7.15,21.1, 2.0, 98290.0, 44.0,30000.0, 10.0,1750.0, 14.0
170,184,185,1,1,48.06,7.15,25.0, 1.0, 98190.0, 33.0,35000.0,,, 23.0
171,  0,190,0,1,48.06,7.15,26.3, 2.0, 98870.0, 53.0,20000.0, 90.0,1250.0,  4.0
171,190,191,1,1,48.06,7.15,27.4, 3.0, 98470.0, 46.0,20000.0, 50.0,1250.0,  9.0
172,  0,139,0,1,48.06,7.15,13.5, 4.0, 98070.0, 68.0,20000.0, 90.0, 800.0,  7.0
172,139,140,1,1,48.06,7.15,12.9, 4.0, 98460.0, 55.0,30000.0, 75.0,1250.0, 12.0
173,  0,123,1,0,48.06,7.15,14.6, 1.0, 98500.0, 52.0,60000.0, 90.0,, 65.0
174,  0,219,0,1,48.06,7.15,34.4, 4.0, 98030.0, 30.0,35000.0, 50.0,, 11.0
174,219,220,1,1,48.06,7.15,28.7, 3.0, 98330.0, 49.0,30000.0, 90.0,1250.0,  4.0
175,  0,195,0,1,48.06,7.15,24.6, 4.0, 98240.0, 50.0,30000.0, 60.0,1250.0, 98.0
175,195,196,1,1,48.06,7.15,21.5, 5.0, 98420.0, 61.0,20000.0, 75.0, 800.0,100.0
176,  0,208,0,1,48.06,7.15,27.5, 5.0, 98300.0, 42.0,60000.0, 90.0,1750.0, 53.0
176,208,209,1,1,48.06,7.15,31.1, 1.0, 98260.0, 35.0,40000.0, 10.0,, 64.0
177,  0, 90,1,0,48.06,7.15,10.0, 4.0, 96310.0, 81.0,20000.0, 90.0, 450.0,
178,  0, 77,1,0,48.06,7.15,12.2, 1.0, 98990.0, 81.0,36430.0,100.0,1750.0, 62.0
179,  0, 66,1,0,48.06,7.15,16.1, 1.0, 98630.0, 44.0,23930.0,,, 70.0
187,  0,170,0,1,48.06,7.35,27.1, 6.0, 98200.0, 40.0,16000.0, 75.0,1750.0,  5.0
187,170,171,1,1,48.06,7.35,24.4, 7.0, 98040.0, 36.0,15000.0, 90.0,1750.0, 10.0
188,  0, 33,1,0,48.06,7.35, 3.8, 2.0, 99390.0, 65.0, 4500.0, 40.0,3500.0, 54.0
189,  0,168,0,1,48.06,7.35,20.1, 5.0, 99420.0, 47.0,45000.0, 90.0,1750.0, 46.0
189,168,169,1,1,48.06,7.35,21.9, 3.0, 99420.0, 40.0,40000.0, 75.0,1750.0, 35.0
190,  0, 93,1,0,48.06,7.35,14.2, 6.0, 97080.0, 38.0,40000.0, 90.0,8000.0,  6.0
191,  0,259,0,1,48.06,7.35,14.5, 6.0, 98200.0, 62.0,20000.0, 90.0, 800.0,  1.0
191,259,262,1,1,48.06,7.35,14.0, 2.0, 98050.0, 72.0,25000.0,100.0,1250.0,  6.0
192,  0,171,0,1,48.06,7.35,27.8, 3.0, 98730.0, 70.0,16000.0, 75.0,1750.0, 80.0
192,171,172,1,1,48.06,7.35,27.5, 3.0, 98800.0, 71.0,12000.0, 75.0,1750.0, 88.0
193,  0, 80,1,0,48.06,7.35, 9.9, 4.0, 98860.0, 47.0,10000.0, 90.0,3500.0, 76.0
194,  0,166,0,1,48.06,7.35,22.0, 6.0, 99330.0, 53.0,18000.0, 50.0,1250.0, 11.0
194,166,167,1,1,48.06,7.35,19.4, 2.0, 98830.0, 68.0,12000.0, 90.0,3500.0,  6.0
195,  0,146,0,1,48.06,7.35,28.1, 1.0, 98850.0, 44.0,50000.0, 10.0,1250.0, 80.0
195,146,147,1,1,48.06,7.35,30.3, 1.0, 98480.0, 49.0,40000.0, 60.0,1750.0, 70.0
196,  0,138,0,1,48.06,7.35,18.2, 4.0, 98400.0, 93.0, 8000.0,100.0, 250.0, 57.0
196,138,139,1,1,48.06,7.35,18.5, 7.0, 98470.0, 52.0,40000.0, 50.0,1250.0, 45.0
197,  0,107,0,1,48.06,7.35,24.2, 1.0, 98540.0, 29.0,50000.0, 40.0,1750.0,  0.0
197,107,114,1,1,48.06,7.35,25.2, 1.0, 98700.0, 38.0,30000.0, 90.0,1750.0, 51.0
198,  0,150,0,1,48.06,7.35,24.8, 3.0, 98330.0, 31.0,25000.0, 10.0,1250.0, 71.0
198,150,151,1,1,48.06,7.35,26.1, 4.0, 98550.0, 35.0,25000.0, 40.0,1750.0, 81.0
199,  0,205,0,1,48.06,7.35,26.2, 3.0, 98500.0, 58.0,40000.0, 60.0, 800.0, 89.0
199,205,206,1,1,48.06,7.35,30.0, 3.0, 98450.0, 48.0,30000.0, 50.0,1750.0, 82.0
200,  0, 33,1,0,48.06,7.35, 3.1, 5.0, 97190.0, 80.0,25000.0, 75.0,, 88.0
201,  0, 42,1,0,48.06,7.35, 6.6, 2.0, 97640.0, 59.0,50000.0, 60.0,1250.0,  5.0
202,  0, 64,1,0,48.06,7.35,10.6, 2.0, 97230.0, 50.0,40000.0, 75.0,1750.0, 64.0
203,  0,143,0,1,48.06,7.35,22.7, 1.0, 98490.0, 52.0,18000.0, 60.0,1250.0, 76.0
203,143,144,1,1,48.06,7.35,23.5, 1.0, 98520.0, 46.0,60000.0, 50.0,1250.0, 84.0
204,  0,106,1,0,48.06,7.35,15.7, 4.0, 98520.0, 56.0,40000.0, 90.0,1750.0, 90.0
205,  0,112,0,1,48.06,7.35,14.8, 1.0, 97840.0, 49.0,38360.0,,6960.0,  3.0
205,112,113,1,1,48.06,7.35,20.1, 3.0, 98160.0, 37.0,16720.0,,,  1.0
206,  0,172,0,1,48.06,7.35,26.3, 1.0, 97720.0, 49.0,50000.0, 25.0,1250.0, 87.0
206,172,173,1,1,48.06,7.35,20.1, 1.0, 98160.0, 74.0,15000.0, 90.0, 800.0, 94.0
207,  0, 72,1,0,48.06,7.35,17.0, 4.0, 98190.0, 29.0,20000.0, 60.0,, 84.0
208,  0, 83,1,0,48.06,7.35,12.8, 3.0, 97950.0, 76.0,58870.0,100.0,1750.0, 16.0
209,  0, 99,0,1,48.06,7.35,24.1, 3.0, 97920.0, 40.0,34390.0,,3720.0,  0.0
209, 99,119,1,1,48.06,7.35,12.6, 4.0, 98520.0, 78.0,30220.0,100.0, 800.0, 79.0
210,  0,114,0,1,48.06,7.35,12.5, 3.0, 98590.0, 77.0,47690.0,100.0,1750.0, 14.0
210,114,115,1,1,48.06,7.35,15.2, 3.0, 98560.0, 75.0,47150.0, 90.0, 450.0,  7.0
212,  0,163,0,1,48.06,7.55,25.1, 4.0, 98040.0, 50.0,25000.0, 90.0, 800.0, 41.0
212,163,164,1,1,48.06,7.55,23.1, 1.0, 97700.0, 62.0, 8000.0, 90.0, 800.0, 51.0
213,  0, 80,0,1,48.06,7.55,14.9, 8.0, 99070.0, 72.0,15000.0, 90.0,1250.0, 55.0
213, 80, 94,1,1,48.06,7.55,17.0, 4.0, 97170.0, 45.0,12000.0, 10.0,1750.0, 53.0
214,  0,189,0,1,48.06,7.55,26.4, 3.0, 98840.0, 38.0,15000.0, 50.0,1750.0, 79.0
214,189,190,1,1,48.06,7.55,26.7, 3.0, 98620.0, 38.0,25000.0, 60.0,1750.0, 88.0
215,  0,141,0,1,48.06,7.55,17.9, 4.0, 97900.0, 63.0,40000.0, 90.0, 800.0, 24.0
215,141,142,1,1,48.06,7.55,22.9, 2.0, 97250.0, 50.0,30000.0, 90.0,1750.0, 15.0
216,  0, 41,1,0,48.06,7.75, 3.0, 4.0, 98630.0, 76.0,25000.0,100.0, 450.0, 45.0
217,  0,189,0,1,48.06,7.75,18.8, 5.0, 98560.0, 69.0,15000.0, 90.0, 800.0, 53.0
217,189,190,1,1,48.06,7.75,22.5, 5.0, 98540.0, 44.0,30000.0, 25.0,1250.0, 64.0
218,  0,170,0,1,48.06,7.75,20.6, 2.0, 98210.0, 54.0,40540.0,100.0,1250.0,  8.0
218,170,171,1,1,48.06,7.75,21.1, 4.0, 98650.0, 54.0,22910.0,,1250.0,  4.0
219,  0,101,1,0,48.06,7.75,18.4, 4.0, 97670.0, 45.0,40000.0, 90.0,1250.0,  1.0
220,  0, 86,1,0,48.06,7.75,18.3, 2.0, 99450.0, 30.0,20000.0,  0.0,, 15.0
221,  0, 91,0,1,48.06,7.75,11.6, 7.0, 97570.0, 71.0,58570.0, 90.0, 800.0, 78.0
221, 91, 99,1,1,48.06,7.75,13.3, 1.0, 99010.0, 50.0,24040.0,,1250.0, 87.0
222,  0, 97,0,1,48.06,7.75,27.6, 3.0, 98380.0, 33.0,53120.0,,,  6.0
222, 97, 98,1,1,48.06,7.75,23.5, 2.0, 98600.0, 36.0,49470.0,,,  2.0
223,  0, 19,1,0,48.06,7.75, 2.2, 2.0, 98840.0, 81.0, 6510.0,, 450.0, 66.0
224,  0, 93,1,0,48.06,7.75,12.9, 2.0, 97920.0, 62.0,40000.0, 90.0, 800.0, 79.0
225,  0,152,0,1,48.06,7.75,21.1, 5.0, 98530.0, 63.0,35000.0, 75.0,1250.0, 98.0
225,152,153,1,1,48.06,7.75,25.8, 4.0, 98640.0, 47.0,40000.0, 50.0,1250.0,100.0
226,  0,123,0,1,48.06,7.95,23.3, 4.0, 98060.0, 46.0,13350.0, 90.0,1250.0, 49.0
226,123,129,1,1,48.06,7.95,16.0, 2.0, 98370.0, 52.0,25490.0, 75.0,1750.0, 95.0
227,  0,104,0,1,48.06,7.95,21.3, 4.0, 98690.0, 52.0,18000.0, 10.0,, 94.0
227,104,105,1,1,48.06,7.95,20.6, 2.0, 99090.0, 50.0,30000.0, 75.0,1250.0, 98.0
228,  0,135,0,1,48.06,7.95,18.2, 3.0, 98050.0, 52.0,17810.0, 90.0,1250.0, 10.0
228,135,136,1,1,48.06,7.95,11.2, 6.0, 98390.0, 92.0,13060.0,100.0, 450.0,  5.0
229,  0,216,0,1,48.06,8.15,34.7, 2.0, 98490.0, 35.0,20000.0, 50.0,2250.0, 40.0
229,216,217,1,1,48.06,8.15,31.1, 4.0, 98610.0, 45.0,30000.0, 10.0,1750.0, 29.0
230,  0,249,0,1,48.25,6.95,22.8, 7.0, 98780.0, 52.0,40000.0, 90.0,1250.0,100.0
230,249,250,1,1,48.25,6.95,19.4, 3.0, 98640.0, 49.0,35000.0, 90.0,1250.0, 98.0
237,  0,175,0,1,48.25,7.35,14.5, 2.0, 98930.0, 71.0,10000.0, 90.0, 800.0, 42.0
237,175,176,1,1,48.25,7.35,16.4, 5.0, 99060.0, 56.0,17000.0, 90.0, 800.0, 53.0
238,  0, 59,1,0,48.25,7.35,12.5, 3.0,100130.0, 41.0,70000.0, 90.0,8000.0, 86.0
239,  0,130,0,1,48.25,7.35,25.2, 3.0, 98460.0, 39.0,50000.0, 25.0,1250.0, 49.0
239,130,131,1,1,48.25,7.35,24.6, 2.0, 98290.0, 48.0,30000.0, 25.0,1750.0, 59.0
240,  0,167,0,1,48.25,7.35,28.1, 3.0, 98140.0, 45.0,15000.0, 40.0,1250.0, 94.0
240,167,168,1,1,48.25,7.35,28.8, 4.0, 98020.0, 44.0,40000.0,,, 88.0
241,  0, 95,1,0,48.25,7.35,14.1, 7.0, 99100.0, 62.0,20000.0, 90.0, 800.0, 99.0
242,  0,145,0,1,48.25,7.35,23.9, 2.0, 99270.0, 53.0,50000.0, 50.0,, 88.0
242,145,146,1,1,48.25,7.35,28.1, 1.0, 98850.0, 44.0,50000.0, 10.0,1250.0, 80.0
244,  0,153,0,1,48.25,7.35,17.5, 3.0, 98800.0, 80.0,10000.0, 90.0, 450.0, 98.0
244,153,154,1,1,48.25,7.35,19.5, 1.0, 98750.0, 74.0,10000.0, 90.0, 800.0, 93.0
245,  0,160,0,1,48.25,7.35,20.1, 1.0, 98010.0, 58.0,15000.0, 60.0,1250.0, 98.0
245,160,161,1,1,48.25,7.35,21.3, 1.0, 98480.0, 52.0,40000.0, 60.0,1250.0, 94.0
246,  0,241,0,1,48.25,7.35,18.1, 4.0, 98640.0, 59.0,50000.0, 75.0,1250.0, 72.0
246,241,242,1,1,48.25,7.35,13.8, 7.0, 98520.0, 70.0,20000.0, 90.0, 800.0, 62.0
247,  0,192,0,1,48.25,7.35,17.9, 3.0, 98230.0, 88.0,15000.0,100.0, 450.0,100.0
247,192,193,1,1,48.25,7.35,20.9, 2.0, 98180.0, 69.0,20000.0, 90.0, 800.0, 98.0
248,  0,  9,1,0,48.25,7.35,10.0, 4.0, 99860.0, 71.0,30000.0, 90.0,, 79.0
